DAY,HOUR,PJME,PJMW,COMED,DAYTON,AEP,DUQ,DOM,FE,DEOK
12/15/12,800,30979,5852,9868,1865,15703,1570,12010,7433,2853
12/15/12,900,32184,6050,10325,1933,16039,1626,12395,7672,2910
12/15/12,1000,32315,6146,10811,1969,16284,1655,12186,7845,3011
12/15/12,1100,31744,6026,11122,1987,16118,1665,11671,7873,3051
12/15/12,1200,30917,5743,11337,1976,15758,1630,11073,7719,2997
12/15/12,1300,29897,5505,11381,1932,15042,1622,10495,7617,2992
12/15/12,1400,29154,5317,11328,1878,14855,1614,10081,7526,2949
12/15/12,1500,28783,5246,11118,1852,14545,1615,9826,7484,2906
12/15/12,1600,28994,5245,11089,1834,14379,1630,9769,7471,2902
12/15/12,1700,31083,5446,11221,1877,14760,1680,10379,7743,2945
12/15/12,1800,34042,5884,11779,1998,15592,1776,11413,8295,3138
12/15/12,1900,34051,5880,12045,2015,15804,1787,11553,8266,3183
12/15/12,2000,33562,5839,11964,1982,15538,1745,11395,7994,3120
12/15/12,2100,32924,5762,11729,1934,15383,1729,11196,7856,3057
12/15/12,2200,31933,5590,11498,1873,15018,1695,10863,7592,2959
12/15/12,2300,30218,5323,11140,1782,14306,1603,10335,7163,2779
12/15/12,2400,28066,4937,10546,1654,13438,1514,9638,6673,2582
12/14/12,100,29436,5815,10539,1916,15919,1536,10786,7338,2960
12/14/12,200,28701,5673,9931,1852,15695,1503,10716,7113,2866
12/14/12,300,28493,5702,9588,1821,15545,1485,10846,6961,2822
12/14/12,400,28696,5766,9404,1811,15700,1471,11075,6961,2839
12/14/12,500,29610,5889,9406,1855,16066,1511,11587,7086,2901
12/14/12,600,31975,6195,9687,1991,16951,1584,12655,7528,3097
12/14/12,700,35966,6802,10430,2229,18451,1749,14053,8310,3419
12/14/12,800,37572,7097,11687,2352,19331,1837,14444,8738,3614
12/14/12,900,36910,6884,12143,2304,18988,1850,13912,8679,3565
12/14/12,1000,35635,6633,12169,2256,18404,1828,12814,8632,3449
12/14/12,1100,34469,6348,12058,2212,17580,1818,11905,8577,3381
12/14/12,1200,33463,6089,11963,2154,16721,1793,11198,8423,3273
12/14/12,1300,32416,5874,11800,2097,16227,1736,10679,8235,3169
12/14/12,1400,31757,5679,11618,2053,15780,1719,10323,8107,3113
12/14/12,1500,31465,5574,11621,1997,15311,1726,10073,8013,3042
12/14/12,1600,31620,5468,11538,1961,15052,1705,10049,7813,3020
12/14/12,1700,33364,5646,11626,1984,15398,1740,10544,7947,3042
12/14/12,1800,36649,6265,12626,2152,16619,1875,11870,8602,3300
12/14/12,1900,36687,6379,13242,2204,17036,1862,12058,8773,3369
12/14/12,2000,36111,6405,13108,2168,17070,1839,12060,8882,3331
12/14/12,2100,35557,6413,12838,2151,17163,1809,12078,8758,3286
12/14/12,2200,34479,6287,12515,2093,16935,1787,11906,8614,3223
12/14/12,2300,32629,6021,12159,1997,16261,1704,11478,8124,3063
12/14/12,2400,30287,5648,11313,1852,15357,1576,10826,7493,2896
12/13/12,100,28525,5821,10825,1971,15816,1598,9825,7502,2986
12/13/12,200,27563,5727,10195,1926,15551,1535,9631,7342,2945
12/13/12,300,27226,5727,9822,1897,15494,1520,9581,7210,2907
12/13/12,400,27379,5771,9627,1895,15563,1531,9655,7186,2919
12/13/12,500,28234,5896,9647,1951,15982,1522,10180,7374,2998
12/13/12,600,30639,6256,9895,2097,16889,1615,11153,7793,3206
12/13/12,700,34688,6850,10632,2328,18499,1786,12496,8567,3564
12/13/12,800,36618,7198,11862,2479,19425,1877,13057,9080,3769
12/13/12,900,36113,7072,12351,2435,19142,1885,12638,8984,3692
12/13/12,1000,34975,6813,12347,2380,18583,1881,12101,8913,3587
12/13/12,1100,34064,6531,12274,2315,18132,1862,11587,8794,3499
12/13/12,1200,33268,6216,12163,2252,17344,1838,11110,8660,3398
12/13/12,1300,32550,5989,12077,2189,16823,1811,10775,8471,3297
12/13/12,1400,32204,5833,11962,2157,16373,1795,10470,8439,3241
12/13/12,1500,31927,5730,11892,2087,16002,1778,10316,8183,3162
12/13/12,1600,32196,5719,11800,2061,15664,1756,10363,8037,3135
12/13/12,1700,34298,5969,11822,2098,16075,1787,11017,8199,3175
12/13/12,1800,38079,6667,12784,2266,17408,1945,12397,8967,3437
12/13/12,1900,38369,6829,13581,2367,18081,1969,12800,9196,3610
12/13/12,2000,38245,6953,13427,2372,18344,1937,12911,9194,3599
12/13/12,2100,37816,6945,13252,2362,18493,1927,12819,9175,3611
12/13/12,2200,36471,6784,12952,2296,18176,1858,12411,8940,3527
12/13/12,2300,33906,6454,12424,2156,17419,1746,11732,8376,3348
12/13/12,2400,31275,6023,11468,2016,16455,1610,11141,7771,3107
12/12/12,100,27310,5465,11029,2002,15831,1514,9066,7548,3089
12/12/12,200,26509,5338,10428,1946,15518,1500,8859,7304,2995
12/12/12,300,26194,5284,10047,1920,15379,1479,8797,7251,2955
12/12/12,400,26286,5340,9866,1909,15450,1461,8896,7131,2982
12/12/12,500,27127,5478,9884,1955,15750,1514,9273,7311,3059
12/12/12,600,29545,5843,10166,2095,16548,1600,10227,7753,3259
12/12/12,700,33525,6384,10866,2335,18125,1766,11618,8588,3604
12/12/12,800,35357,6646,12122,2465,18927,1826,12203,9086,3777
12/12/12,900,34986,6601,12599,2423,18727,1851,11929,9043,3702
12/12/12,1000,34426,6491,12543,2360,18261,1842,11796,8901,3601
12/12/12,1100,34012,6365,12457,2312,17826,1829,11596,8806,3484
12/12/12,1200,33525,6206,12413,2247,17310,1818,11398,8659,3378
12/12/12,1300,32975,6077,12283,2201,16927,1816,11197,8461,3308
12/12/12,1400,32673,5837,12109,2156,16569,1796,10317,8451,3254
12/12/12,1500,32702,5945,12047,2109,16288,1794,11131,8287,3176
12/12/12,1600,33185,5992,11909,2070,16234,1772,11338,8191,3150
12/12/12,1700,35406,6310,11916,2096,16603,1795,12015,8338,3207
12/12/12,1800,38410,6886,12838,2276,17886,1960,12947,9106,3501
12/12/12,1900,38446,6991,13669,2407,18480,2002,13014,9385,3659
12/12/12,2000,37906,7012,13626,2409,18636,1975,12836,9356,3669
12/12/12,2100,37537,7065,13482,2390,18568,1936,12566,9307,3658
12/12/12,2200,35777,6836,13230,2332,18279,1886,12023,8962,3559
12/12/12,2300,33136,6440,12718,2202,17456,1771,11183,8543,3376
12/12/12,2400,30343,6087,11742,2060,16549,1670,10329,7929,3150
12/11/12,100,24632,4873,10837,1894,14332,1414,7629,7263,2817
12/11/12,200,23595,4720,10219,1831,14080,1371,7331,7059,2733
12/11/12,300,23098,4734,9889,1793,13883,1362,7316,6903,2667
12/11/12,400,23063,4785,9695,1784,13911,1348,7316,6890,2676
12/11/12,500,23819,4853,9717,1822,14250,1385,7599,7049,2740
12/11/12,600,26091,5246,10007,1965,15138,1464,8377,7463,2926
12/11/12,700,30010,5794,10777,2181,16739,1596,9731,8237,3265
12/11/12,800,32150,6130,12082,2327,17643,1721,10389,8810,3429
12/11/12,900,32223,6116,12597,2329,17525,1738,10317,8795,3426
12/11/12,1000,32159,6086,12586,2311,17447,1761,10259,8766,3410
12/11/12,1100,32122,6052,12560,2319,17566,1788,10186,8748,3460
12/11/12,1200,32117,6046,12564,2300,17402,1776,10215,8759,3480
12/11/12,1300,31865,5933,12503,2303,17470,1779,10129,8736,3506
12/11/12,1400,31784,6010,12383,2296,17305,1790,10013,8761,3488
12/11/12,1500,31571,5938,12360,2278,17228,1769,9974,8738,3473
12/11/12,1600,31963,5976,12263,2251,17132,1809,10099,8744,3418
12/11/12,1700,33995,6179,12342,2262,17348,1834,10790,8951,3421
12/11/12,1800,37043,6740,13265,2413,18429,1968,11910,9447,3658
12/11/12,1900,37169,6818,14096,2495,18813,1981,12053,9621,3826
12/11/12,2000,36793,6778,13929,2491,18917,1954,12012,9537,3817
12/11/12,2100,35997,6734,13763,2473,18690,1915,11807,9397,3792
12/11/12,2200,34503,6585,13496,2401,18307,1861,11274,9059,3690
12/11/12,2300,31831,6146,12936,2260,17399,1741,10401,8514,3473
12/11/12,2400,29130,5800,11990,2105,16475,1601,9578,7983,3220
12/10/12,100,24938,4494,9854,1543,12445,1340,7791,6390,2290
12/10/12,200,24008,4419,9334,1485,12185,1289,7566,6200,2200
12/10/12,300,23524,4352,9129,1462,12103,1278,7414,6087,2160
12/10/12,400,23538,4384,9067,1461,12124,1307,7492,6108,2176
12/10/12,500,24250,4480,9137,1510,12466,1317,7793,6225,2222
12/10/12,600,26400,4770,9471,1645,13342,1393,8579,6644,2433
12/10/12,700,30077,5444,10364,1890,14856,1536,9735,7469,2790
12/10/12,800,32254,5738,11637,2070,15816,1616,10248,8160,3043
12/10/12,900,32432,5738,12443,2092,15857,1647,10110,8255,3100
12/10/12,1000,32559,5711,12528,2111,15931,1672,10157,8331,3140
12/10/12,1100,32716,5757,12669,2135,16139,1697,10067,8428,3158
12/10/12,1200,32578,5729,12782,2146,16240,1705,10000,8442,3204
12/10/12,1300,32228,5612,12741,2173,16273,1719,9962,8456,3246
12/10/12,1400,32279,5652,12696,2202,16321,1721,9933,8505,3258
12/10/12,1500,32027,5664,12624,2201,16134,1714,9845,8438,3276
12/10/12,1600,32242,5675,12559,2206,16189,1703,9857,8456,3319
12/10/12,1700,33916,5884,12689,2262,16536,1740,10292,8713,3396
12/10/12,1800,35880,6246,13495,2408,17453,1845,11163,9261,3609
12/10/12,1900,35569,6290,14040,2449,17667,1859,11188,9316,3684
12/10/12,2000,34845,6262,13873,2419,17662,1838,11074,9253,3666
12/10/12,2100,33945,6167,13731,2388,17499,1819,10725,9084,3630
12/10/12,2200,32134,5964,13407,2303,17100,1743,10048,8750,3482
12/10/12,2300,29347,5595,12841,2153,16034,1656,9091,8181,3240
12/10/12,2400,26566,5192,11797,1994,15122,1512,8267,7633,2985
12/09/12,100,24527,4307,10063,1516,13065,1375,7936,6439,2393
12/09/12,200,23310,4164,9464,1454,12657,1325,7625,6205,2285
12/09/12,300,22664,4070,9110,1418,12475,1288,7559,6037,2226
12/09/12,400,22385,4068,8933,1410,12375,1293,7484,5971,2212
12/09/12,500,22448,4117,8809,1413,12484,1299,7548,5938,2192
12/09/12,600,22980,4205,8814,1449,12725,1314,7806,6063,2243
12/09/12,700,23992,4406,8946,1526,13177,1354,8243,6308,2328
12/09/12,800,25166,4669,9257,1608,13779,1384,8700,6532,2425
12/09/12,900,26814,4920,9424,1677,14365,1432,9245,6733,2540
12/09/12,1000,28250,5115,9749,1742,14585,1467,9573,6944,2657
12/09/12,1100,29147,5205,10131,1775,14656,1499,9613,7044,2708
12/09/12,1200,29577,5273,10410,1791,14734,1507,9592,7141,2734
12/09/12,1300,29879,5269,10552,1800,14761,1522,9595,7173,2737
12/09/12,1400,30064,5223,10607,1776,14716,1489,9521,7189,2718
12/09/12,1500,30184,5254,10582,1760,14736,1486,9462,7182,2694
12/09/12,1600,30706,5277,10618,1753,14653,1515,9490,7272,2686
12/09/12,1700,32619,5494,10778,1800,14998,1608,10095,7575,2771
12/09/12,1800,34448,5898,11508,1962,15945,1712,10935,8168,3027
12/09/12,1900,34444,5912,12002,1985,16086,1706,10955,8229,3088
12/09/12,2000,33970,5869,11976,1954,16068,1694,10667,8137,3054
12/09/12,2100,33219,5764,11930,1922,15784,1700,10510,7992,2992
12/09/12,2200,31592,5516,11685,1841,15286,1662,9965,7673,2854
12/09/12,2300,29191,5129,11321,1732,14514,1531,9155,7210,2636
12/09/12,2400,26819,4825,10576,1627,13691,1424,8417,6709,2447
12/08/12,100,26162,4813,10249,1567,13119,1379,8281,6566,2443
12/08/12,200,25021,4542,9634,1492,12519,1324,7956,6310,2311
12/08/12,300,24322,4515,9272,1454,12398,1290,7833,6095,2246
12/08/12,400,23922,4488,9021,1438,12361,1279,7806,5968,2212
12/08/12,500,24004,4480,8971,1447,12424,1278,7876,6047,2221
12/08/12,600,24731,4594,9006,1502,12742,1301,8140,6157,2270
12/08/12,700,25986,4829,9280,1593,13366,1315,8624,6497,2386
12/08/12,800,27352,5031,9820,1709,13937,1393,9140,6819,2529
12/08/12,900,28911,5248,10200,1771,14466,1442,9650,7010,2661
12/08/12,1000,29947,5378,10517,1850,14824,1483,9886,7254,2746
12/08/12,1100,30256,5418,10763,1863,14882,1513,9904,7401,2831
12/08/12,1200,29955,5284,10898,1865,14784,1541,9679,7370,2824
12/08/12,1300,29543,5197,10865,1842,14612,1550,9345,7299,2799
12/08/12,1400,29018,5107,10709,1779,14485,1551,9030,7255,2773
12/08/12,1500,28642,4993,10527,1753,14261,1521,9074,7204,2713
12/08/12,1600,28767,4978,10462,1750,14209,1550,9128,7205,2730
12/08/12,1700,30454,5144,10635,1783,14579,1606,8753,7463,2788
12/08/12,1800,32675,5512,11526,1907,15411,1700,10185,7960,2971
12/08/12,1900,32460,5491,12120,1924,15641,1696,10359,7974,3032
12/08/12,2000,31863,5430,12060,1894,15538,1657,10200,7882,2979
12/08/12,2100,31172,5329,11936,1863,15331,1622,10007,7840,2944
12/08/12,2200,30097,5155,11726,1827,15010,1603,9683,7571,2862
12/08/12,2300,28419,4891,11374,1743,14357,1539,9080,7246,2734
12/08/12,2400,26272,4529,10765,1632,13581,1454,8474,6827,2555
12/07/12,100,28873,5337,10117,1717,14425,1479,10060,7031,2564
12/07/12,200,27889,5081,9506,1631,13961,1435,9757,6733,2455
12/07/12,300,27451,5023,9157,1590,13795,1418,9627,6653,2390
12/07/12,400,27351,5004,8999,1574,13809,1386,9647,6587,2373
12/07/12,500,27995,5088,8956,1608,14052,1418,9866,6668,2410
12/07/12,600,29961,5388,9185,1726,14662,1483,10578,7062,2588
12/07/12,700,33518,5899,9907,1931,16000,1622,11737,7808,2876
12/07/12,800,35336,6174,11073,2061,16678,1720,12124,8308,3053
12/07/12,900,35359,6161,11695,2053,16584,1739,11828,8312,3086
12/07/12,1000,35365,6178,11794,2058,16567,1739,11608,8380,3096
12/07/12,1100,35432,6181,11858,2069,16546,1761,11372,8375,3112
12/07/12,1200,34997,6061,11903,2058,16442,1757,11025,8352,3111
12/07/12,1300,34536,5982,11877,2045,16337,1750,10711,8329,3123
12/07/12,1400,34185,5948,11899,2035,16202,1745,10449,8290,3106
12/07/12,1500,33879,5839,11934,2012,15897,1725,10353,8226,3081
12/07/12,1600,34050,5853,11892,2000,15830,1742,10393,8131,3111
12/07/12,1700,35674,5987,12025,2053,16007,1810,10892,8219,3116
12/07/12,1800,37147,6330,12807,2134,16667,1848,11612,8651,3247
12/07/12,1900,36491,6255,13177,2134,16477,1807,11436,8600,3240
12/07/12,2000,35495,6193,12971,2070,16157,1769,11118,8455,3181
12/07/12,2100,34474,6097,12674,2019,16022,1723,10797,8269,3103
12/07/12,2200,33044,5848,12361,1959,15772,1654,10341,8035,2999
12/07/12,2300,30770,5513,11929,1832,15070,1568,9676,7582,2821
12/07/12,2400,28266,5038,11106,1695,13891,1456,8887,7007,2607
12/06/12,100,27099,5275,10550,1852,14946,1526,9049,7330,2760
12/06/12,200,26444,5232,9929,1802,14707,1488,8934,7016,2684
12/06/12,300,26225,5180,9606,1766,14711,1478,9084,6896,2661
12/06/12,400,26445,5267,9427,1766,914736,1492,9310,6950,2661
12/06/12,500,27423,5476,9407,1810,15192,1498,9895,7060,2739
12/06/12,600,30120,5817,9655,1945,16096,1599,11013,7543,2950
12/06/12,700,34178,6472,10402,2183,17657,1712,12578,8312,3301
12/06/12,800,35881,6781,11641,2304,18526,1846,13118,8839,3491
12/06/12,900,35457,6684,12179,2265,18187,1845,12721,8778,3430
12/06/12,1000,34651,6463,12299,2219,17701,1830,12093,8665,3349
12/06/12,1100,34043,6248,12330,2211,17389,1831,11623,8684,3307
12/06/12,1200,33274,6103,12320,2170,16686,1812,11258,8605,3248
12/06/12,1300,32619,5848,12203,2125,16295,1795,10887,8404,3172
12/06/12,1400,32330,5780,12082,2083,16114,1780,10679,8336,3120
12/06/12,1500,32068,5668,12091,2058,15949,1768,10494,8231,3089
12/06/12,1600,32499,5619,12053,2044,15887,1738,10529,8167,3078
12/06/12,1700,34734,5927,12216,2063,16198,1792,11272,8347,3120
12/06/12,1800,38109,6540,13058,2226,17422,1929,12607,8957,3367
12/06/12,1900,38464,6679,13451,2266,17715,1943,12942,9165,3432
12/06/12,2000,38108,6718,13239,2244,17722,1898,12959,9075,3396
12/06/12,2100,37475,6714,13022,2206,17486,1876,12783,8980,3333
12/06/12,2200,36068,6466,12670,2108,16988,1805,12358,8678,3212
12/06/12,2300,33315,6015,12045,1973,16100,1672,11484,8082,2980
12/06/12,2400,30664,5531,11080,1815,15064,1542,10640,7475,2718
12/05/12,100,23851,4375,9987,1646,13056,1384,7624,6710,2483
12/05/12,200,22774,4241,9448,1591,12685,1356,7310,6524,2415
12/05/12,300,22263,4192,9158,1561,12501,1328,7182,6470,2387
12/05/12,400,22110,4197,9055,1561,12510,1299,7127,6483,2394
12/05/12,500,22741,4380,9098,1622,12936,1324,7313,6666,2466
12/05/12,600,24800,4663,9413,1754,13762,1429,8099,7133,2677
12/05/12,700,28579,5252,10196,2008,15274,1585,9426,7966,3014
12/05/12,800,30557,5593,11519,2151,16216,1688,10000,8505,3213
12/05/12,900,30865,5636,11971,2135,16038,1707,9902,8597,3188
12/05/12,1000,31033,5609,12009,2114,15875,1692,9864,8525,3170
12/05/12,1100,31130,5613,12017,2099,15701,1719,9846,8568,3107
12/05/12,1200,30901,5525,11999,2052,15567,1749,9846,8569,3070
12/05/12,1300,30504,5549,11837,2053,15377,1760,9730,8529,3020
12/05/12,1400,30373,5489,11825,2022,15187,1764,9747,8535,3020
12/05/12,1500,30340,5442,11800,2015,15026,1761,9686,8458,2961
12/05/12,1600,30702,5456,11735,1974,14738,1772,9711,8391,2947
12/05/12,1700,32610,5703,11852,2004,15199,1807,10222,8593,2985
12/05/12,1800,35846,6372,12826,2212,16718,1906,11308,9214,3249
12/05/12,1900,36123,6477,13567,2303,17302,1917,11603,9329,3409
12/05/12,2000,35880,6497,13451,2316,17530,1924,11586,9274,3449
12/05/12,2100,35272,6405,13257,2277,17528,1888,11413,9173,3415
12/05/12,2200,33868,6295,13011,2219,17228,1846,10916,8821,3325
12/05/12,2300,31323,5938,12431,2087,16443,1728,10185,8274,3123
12/05/12,2400,28840,5578,11446,1948,15644,1609,9439,7699,2913
12/04/12,100,24133,4385,9665,1538,12572,1362,7874,6399,2377
12/04/12,200,23084,4254,9016,1466,12287,1300,7530,6141,2265
12/04/12,300,22599,4186,8616,1421,12143,1288,7411,6028,2185
12/04/12,400,22540,4173,8441,1411,12190,1284,7509,6015,2179
12/04/12,500,23208,4332,8388,1441,12504,1321,7819,6149,2239
12/04/12,600,25301,4658,8581,1562,13375,1381,8636,6521,2418
12/04/12,700,29033,5291,9284,1787,14975,1527,9852,7337,2739
12/04/12,800,30881,5514,10506,1928,15796,1613,10334,7889,2913
12/04/12,900,31025,5471,11111,1923,15598,1628,10189,7878,2897
12/04/12,1000,30858,5412,11281,1935,15489,1652,9955,7862,2919
12/04/12,1100,30782,5319,11314,1945,15416,1694,9777,7972,2950
12/04/12,1200,30588,5299,11357,1952,15326,1704,9697,7970,2966
12/04/12,1300,30319,5273,11311,1959,15304,1699,9635,8034,2971
12/04/12,1400,30335,5234,11278,1971,15225,1718,9714,8079,2997
12/04/12,1500,30201,5163,11348,1961,15073,1719,9654,8035,2976
12/04/12,1600,30241,5226,11241,1963,15017,1734,9588,8062,2994
12/04/12,1700,31753,5369,11231,1994,15242,1794,9828,8317,3069
12/04/12,1800,34457,5814,12030,2118,16080,1865,10916,8710,3219
12/04/12,1900,34360,5940,12802,2140,16265,1872,10978,8712,3234
12/04/12,2000,33886,5894,12732,2112,16237,1823,10868,8669,3201
12/04/12,2100,32959,5760,12560,2082,16167,1789,10506,8480,3157
12/04/12,2200,31087,5553,12289,1999,15645,1708,9904,8242,3041
12/04/12,2300,28357,5092,11784,1871,14573,1585,9048,7757,2848
12/04/12,2400,25735,4685,10851,1743,13656,1470,8189,7112,2647
12/03/12,100,24389,4334,9058,1474,12215,1313,7884,6122,2318
12/03/12,200,23448,4207,8655,1422,11889,1282,7567,5970,2210
12/03/12,300,23027,4144,8389,1396,11796,1296,7510,5867,2200
12/03/12,400,23007,4177,8254,1389,11829,1287,7550,5810,2197
12/03/12,500,23783,4288,8285,1427,12072,1286,7863,5896,2233
12/03/12,600,26055,4605,8512,1547,12988,1393,8683,6357,2431
12/03/12,700,29818,5201,9286,1771,14444,1474,10003,7159,2777
12/03/12,800,31601,5490,10530,1921,15306,1585,10423,7743,2973
12/03/12,900,31451,5468,11280,1939,15226,1630,10175,7795,2961
12/03/12,1000,31031,5457,11551,1955,15263,1674,9903,7899,3009
12/03/12,1100,30910,5386,11649,1961,15255,1708,9843,8023,3041
12/03/12,1200,30763,5379,11799,1963,15162,1707,9709,8036,3045
12/03/12,1300,30550,5327,11829,1963,15052,1719,9602,8041,3042
12/03/12,1400,30452,5320,11801,1950,15004,1705,9487,8055,3026
12/03/12,1500,30209,5273,11814,1929,14711,1710,9256,7963,3012
12/03/12,1600,30241,5255,11726,1901,14531,1702,9234,7918,2981
12/03/12,1700,31763,5395,11732,1904,14691,1741,9541,8073,2974
12/03/12,1800,34623,5852,12544,2036,15595,1837,10589,8601,3177
12/03/12,1900,34566,5976,13095,2106,16013,1838,10759,8691,3275
12/03/12,2000,34018,5922,12963,2072,15965,1804,10653,8574,3250
12/03/12,2100,33026,5774,12686,2031,15764,1751,10368,8370,3174
12/03/12,2200,31141,5440,12317,1929,15227,1689,9733,7969,3040
12/03/12,2300,28515,5055,11709,1793,14257,1569,8889,7418,2803
12/03/12,2400,25736,4629,10689,1649,13267,1439,8179,6818,2556
12/02/12,100,26297,4770,9299,1455,12864,1333,9595,6058,2384
12/02/12,200,25232,4643,8724,1387,12594,1295,9460,5824,2262
12/02/12,300,24657,4572,8389,1350,12336,1267,9436,5630,2210
12/02/12,400,24383,4570,8080,1325,12152,1233,9511,5581,2172
12/02/12,500,24485,4578,7984,1327,12262,1233,9623,5555,2174
12/02/12,600,25072,4647,7932,1345,12680,1269,10014,5608,2214
12/02/12,700,26028,4817,8035,1402,13093,1300,10539,5806,2279
12/02/12,800,27096,5021,8362,1494,13645,1323,11016,5989,2345
12/02/12,900,28454,5256,8443,1575,14118,1349,11308,6307,2481
12/02/12,1000,29560,5345,8702,1636,14185,1405,11164,6540,2592
12/02/12,1100,29857,5242,8959,1669,13975,1425,10706,6774,2654
12/02/12,1200,29714,5135,9171,1693,13761,1465,10201,6896,2698
12/02/12,1300,29175,5057,9227,1705,13613,1508,9728,7005,2729
12/02/12,1400,28624,5011,9295,1700,13563,1512,9372,7060,2738
12/02/12,1500,28251,4985,9257,1693,13442,1541,9147,6999,2746
12/02/12,1600,28725,5084,9230,1690,13498,1570,9199,7040,2787
12/02/12,1700,31003,5313,9318,1752,13770,1630,9853,7275,2854
